StockCode,description,gross_revenue,units,orders,customers,returns_value,returns_units,reversal_value,net_revenue,return_rate_pct,return_rate_adj_pct,avg_unit_price,cum_share_pct,rank
22133,PINK LOVE HEART SHAPE CUP,770.73,816,133,41,0.0,0.0,0.0,770.73,0.0,0.0,0.94,95.09,1807
21983,PACK OF 12 BLUE PAISLEY TISSUES,777.67,2301,155,98,6.96,24.0,0.0,770.71,0.89,0.89,0.34,95.1,1808
23115,RED APPLES CHOPPING BOARD,770.32,152,45,38,0.0,0.0,0.0,770.32,0.0,0.0,5.07,95.11,1809
22340,NOEL GARLAND PAINTED ZINC,787.21,1398,128,53,17.4,12.0,0.0,769.81,2.21,2.21,0.56,95.11,1810
21084,SET/6 COLLAGE PAPER CUPS,773.14,2610,181,90,4.56,24.0,4.56,768.58,0.59,0.0,0.3,95.12,1811
21618,4 WILDFLOWER BOTANICAL CANDLES,768.37,404,91,48,0.0,0.0,0.0,768.37,0.0,0.0,1.9,95.13,1812
22685,FRENCH BLUE METAL DOOR SIGN 0,780.8,594,99,49,12.5,10.0,12.5,768.3,1.6,0.0,1.31,95.14,1813
23335,EGG FRYING PAN IVORY,790.78,377,96,62,24.96,12.0,0.0,765.82,3.16,3.16,2.1,95.15,1814
22786,CUSHION COVER PINK UNION JACK,764.63,123,47,31,0.0,0.0,0.0,764.63,0.0,0.0,6.22,95.15,1815
21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,763.66,160,74,44,0.0,0.0,0.0,763.66,0.0,0.0,4.77,95.16,1816
23550,WRAP ALPHABET POSTER,763.1,1855,64,60,0.0,0.0,0.0,763.1,0.0,0.0,0.41,95.17,1817
22522,CHILDS GARDEN FORK BLUE,772.59,930,128,100,10.2,12.0,10.2,762.39,1.32,0.0,0.83,95.18,1818
85130B,BEADED CRYSTAL HEART GREEN LARGE,760.43,834,62,44,0.0,0.0,0.0,760.43,0.0,0.0,0.91,95.19,1819
85125,SMALL ROUND CUT GLASS CANDLESTICK,760.39,161,33,14,0.0,0.0,0.0,760.39,0.0,0.0,4.72,95.19,1820
17084R,ASSORTED INCENSE PACK,760.32,4032,27,16,0.0,0.0,0.0,760.32,0.0,0.0,0.19,95.2,1821
21287,SCENTED VELVET LOUNGE CANDLE,760.15,1790,55,47,0.0,0.0,0.0,760.15,0.0,0.0,0.42,95.21,1822
10002,INFLATABLE POLITICAL GLOBE,759.89,860,71,40,0.0,0.0,0.0,759.89,0.0,0.0,0.88,95.22,1823
22753,SMALL YELLOW BABUSHKA NOTEBOOK,758.13,1010,217,98,0.0,0.0,0.0,758.13,0.0,0.0,0.75,95.22,1824
23282,FOLDING BUTTERFLY MIRROR IVORY,757.86,812,135,67,0.0,0.0,0.0,757.86,0.0,0.0,0.93,95.23,1825
22025,RING OF ROSES BIRTHDAY CARD,761.05,1835,130,73,5.04,12.0,0.0,756.01,0.66,0.66,0.41,95.24,1826
22480,RED TEA TOWEL CLASSIC DESIGN,755.96,630,73,57,0.0,0.0,0.0,755.96,0.0,0.0,1.2,95.25,1827
23123,COCKTAIL SWORDS 50 PIECES,759.57,935,95,64,4.98,6.0,0.0,754.59,0.66,0.66,0.81,95.25,1828
84913B,MINT GREEN ROSE TOWEL,754.07,196,86,19,0.0,0.0,0.0,754.07,0.0,0.0,3.85,95.26,1829
22252,BIRDCAGE DECORATION TEALIGHT HOLDER,761.57,643,67,48,7.5,6.0,0.0,754.07,0.98,0.98,1.18,95.27,1830
84609,TALL ROCOCO CANDLE HOLDER,770.59,93,20,16,17.0,2.0,0.0,753.59,2.21,2.21,8.29,95.28,1831
23124,18PC WOODEN CUTLERY SET DISPOSABLE,751.38,567,43,23,0.0,0.0,0.0,751.38,0.0,0.0,1.33,95.29,1832
20748,KENSINGTON COFFEE SET,751.17,57,34,26,0.0,0.0,0.0,751.17,0.0,0.0,13.18,95.29,1833
21383,PACK OF 12 STICKY BUNNIES,751.28,991,167,75,1.3,2.0,0.0,749.98,0.17,0.17,0.76,95.3,1834
21126,SET OF 6 GIRLS CELEBRATION CANDLES,748.95,592,126,57,0.0,0.0,0.0,748.95,0.0,0.0,1.27,95.31,1835
23324,RUSTIC STRAWBERRY JAM POT LARGE,816.04,399,44,38,67.51,35.0,0.0,748.53,8.27,8.27,2.05,95.32,1836
84279B,CHERRY BLOSSOM DECORATIVE FLASK,774.7,192,69,48,26.25,7.0,0.0,748.45,3.39,3.39,4.03,95.32,1837
84660B,BLACK STITCHED WALL CLOCK,748.36,709,42,20,0.0,0.0,0.0,748.36,0.0,0.0,1.06,95.33,1838
84763,ZINC FINISH 15CM PLANTER POTS,748.34,601,57,39,0.0,0.0,0.0,748.34,0.0,0.0,1.25,95.34,1839
23025,DRAWER KNOB VINTAGE GLASS BALL,760.8,350,54,40,12.48,6.0,0.0,748.32,1.64,1.64,2.17,95.35,1840
22481,BLACK TEA TOWEL CLASSIC DESIGN,747.3,825,128,68,0.0,0.0,0.0,747.3,0.0,0.0,0.91,95.35,1841
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,808.16,422,22,19,62.4,30.0,0.0,745.76,7.72,7.72,1.92,95.36,1842
21215,IVORY PAPER CUP CAKE CASES,744.35,1087,124,51,0.0,0.0,0.0,744.35,0.0,0.0,0.68,95.37,1843
22106,MIRROR MOSAIC HURRICANE LAMP,898.38,349,47,9,156.75,121.0,150.0,741.63,17.45,0.9,2.57,95.38,1844
22316,200 BENDY SKULL STRAWS,742.37,660,55,28,1.25,1.0,0.0,741.12,0.17,0.17,1.12,95.39,1845
22523,CHILDS GARDEN FORK PINK,750.81,864,135,98,10.2,12.0,10.2,740.61,1.36,0.0,0.87,95.39,1846
20733,GOLD MINI TAPE MEASURE,956.36,1234,205,30,216.0,300.0,216.0,740.36,22.59,0.0,0.78,95.4,1847
23223,CHRISTMAS TREE HANGING SILVER,750.19,801,88,51,9.96,12.0,0.0,740.23,1.33,1.33,0.94,95.41,1848
85212,MINI PAINTED GARDEN DECORATION,740.15,2451,79,60,0.0,0.0,0.0,740.15,0.0,0.0,0.3,95.42,1849
85032B,BLOSSOM IMAGES GIFT WRAP SET,739.99,786,133,84,0.0,0.0,0.0,739.99,0.0,0.0,0.94,95.42,1850
22336,DOVE DECORATION PAINTED ZINC,754.03,2381,79,47,14.95,23.0,0.0,739.08,1.98,1.98,0.32,95.43,1851
22322,BIRD DECORATION GREEN POLKADOT,747.81,820,139,30,10.2,12.0,0.0,737.61,1.36,1.36,0.91,95.44,1852
22264,FELT FARM ANIMAL WHITE BUNNY,736.98,1561,96,38,0.0,0.0,0.0,736.98,0.0,0.0,0.47,95.45,1853
22258,FELT FARM ANIMAL RABBIT,743.89,912,77,35,8.75,7.0,0.0,735.14,1.18,1.18,0.82,95.45,1854
22586,FELTCRAFT HAIRBAND PINK AND BLUE,774.55,856,161,100,40.8,48.0,0.85,733.75,5.27,5.16,0.9,95.46,1855
79030G,TUMBLER NEW ENGLAND,733.49,1403,67,44,0.0,0.0,0.0,733.49,0.0,0.0,0.52,95.47,1856
22454,MEASURING TAPE BABUSHKA RED,757.02,266,41,31,23.6,8.0,0.0,733.42,3.12,3.12,2.85,95.48,1857
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,732.42,824,99,40,0.0,0.0,0.0,732.42,0.0,0.0,0.89,95.48,1858
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,732.23,66,53,3,0.0,0.0,0.0,732.23,0.0,0.0,11.09,95.49,1859
15034,PAPER POCKET TRAVELING FAN,840.02,6591,138,70,108.29,1385.0,0.0,731.73,12.89,12.89,0.13,95.5,1860
22495,SET OF 2 ROUND TINS CAMEMBERT,748.82,282,98,60,17.7,6.0,0.0,731.12,2.36,2.36,2.66,95.51,1861
23006,TRAVEL CARD WALLET FLOWER MEADOW,762.75,1758,173,88,32.76,78.0,10.08,729.99,4.29,3.01,0.43,95.51,1862
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,730.93,213,61,48,1.25,1.0,0.0,729.68,0.17,0.17,3.43,95.52,1863
21398,RED POLKADOT COFFEE  MUG,729.6,1532,63,43,0.0,0.0,0.0,729.6,0.0,0.0,0.48,95.53,1864
22400,MAGNETS PACK OF 4 HOME SWEET HOME,729.09,1393,150,112,0.39,1.0,0.0,728.7,0.05,0.05,0.52,95.54,1865
22097,SWALLOW SQUARE TISSUE BOX,732.39,1596,145,103,3.9,10.0,0.0,728.49,0.53,0.53,0.46,95.54,1866
21643,ASSORTED TUTTI FRUTTI MIRROR,743.31,550,60,27,15.0,12.0,0.0,728.31,2.02,2.02,1.35,95.55,1867
21677,HEARTS  STICKERS,737.84,835,119,62,10.2,12.0,0.0,727.64,1.38,1.38,0.88,95.56,1868
22250,DECORATION  BUTTERFLY  MAGIC GARDEN,730.95,819,147,57,3.4,4.0,0.0,727.55,0.47,0.47,0.89,95.57,1869
23522,WALL ART DOG AND BALL,727.44,354,32,20,0.0,0.0,0.0,727.44,0.0,0.0,2.05,95.57,1870
20996,JAZZ HEARTS ADDRESS BOOK,726.89,3191,225,124,0.0,0.0,0.0,726.89,0.0,0.0,0.23,95.58,1871
22393,PAPERWEIGHT VINTAGE COLLAGE,736.88,510,71,43,10.2,4.0,0.0,726.68,1.38,1.38,1.44,95.59,1872
90200D,PINK SWEETHEART BRACELET,725.32,175,78,21,0.0,0.0,0.0,725.32,0.0,0.0,4.14,95.6,1873
85131D,BEADED CRYSTAL HEART PINK ON STICK,725.26,850,206,5,0.0,0.0,0.0,725.26,0.0,0.0,0.85,95.6,1874
21883,STARS GIFT TAPE,725.42,1653,133,82,0.19,1.0,0.0,725.23,0.03,0.03,0.44,95.61,1875
23454,THREE MINI HANGING FRAMES,733.2,174,52,41,8.3,2.0,0.0,724.9,1.13,1.13,4.21,95.62,1876
23562,SET OF 6 RIBBONS PERFECTLY PRETTY,724.59,251,43,37,0.0,0.0,0.0,724.59,0.0,0.0,2.89,95.62,1877
23114,VINTAGE LEAF CHOPPING BOARD,737.95,149,45,40,14.85,3.0,0.0,723.1,2.01,2.01,4.95,95.63,1878
21927,BLUE/CREAM STRIPE CUSHION COVER,771.15,623,99,41,48.75,39.0,0.0,722.4,6.32,6.32,1.24,95.64,1879
21530,DAIRY MAID TOASTRACK,769.57,777,104,64,48.19,61.0,0.0,721.38,6.26,6.26,0.99,95.65,1880
46775D,SUNSET COLOUR CHUNKY KNITTED THROW,720.93,60,39,12,0.0,0.0,0.0,720.93,0.0,0.0,12.02,95.65,1881
79067,CORONA MEXICAN TRAY,719.69,172,38,16,0.0,0.0,0.0,719.69,0.0,0.0,4.18,95.66,1882
23140,TRIPLE WIRE HOOK IVORY HEART,766.1,182,52,29,49.8,12.0,49.8,716.3,6.5,0.0,4.21,95.67,1883
22821,GIFT BAG PSYCHEDELIC APPLES,722.67,1171,139,52,7.8,12.0,0.0,714.87,1.08,1.08,0.62,95.68,1884
21822,GLITTER CHRISTMAS TREE WITH BELLS,719.3,698,97,45,4.69,3.0,0.0,714.61,0.65,0.65,1.03,95.68,1885
72803A,ROSE SCENT CANDLE JEWELLED DRAWER,722.47,529,41,30,8.5,2.0,0.0,713.97,1.18,1.18,1.37,95.69,1886
21775,DECORATIVE FLORE BATHROOM BOTTLE,716.86,515,139,34,3.75,3.0,0.0,713.11,0.52,0.52,1.39,95.7,1887
22287,DECORATION WOBBLY CHICKEN,716.86,794,80,51,4.68,12.0,0.0,712.18,0.65,0.65,0.9,95.71,1888
23325,RUSTIC STRAWBERRY JAM POT SMALL,740.94,462,35,27,29.7,18.0,0.0,711.24,4.01,4.01,1.6,95.71,1889
85032C,CURIOUS IMAGES GIFT WRAP SET,718.54,683,140,72,7.8,12.0,0.0,710.74,1.09,1.09,1.05,95.72,1890
22684,FRENCH BLUE METAL DOOR SIGN 9,726.07,531,98,41,16.25,13.0,12.5,709.82,2.24,0.53,1.37,95.73,1891
84581,DOG TOY WITH PINK CROCHET SKIRT,709.71,187,90,60,0.0,0.0,0.0,709.71,0.0,0.0,3.8,95.73,1892
23070,EDWARDIAN HEART PHOTO FRAME,709.54,160,44,29,0.0,0.0,0.0,709.54,0.0,0.0,4.43,95.74,1893
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,709.24,78,55,10,0.0,0.0,0.0,709.24,0.0,0.0,9.09,95.75,1894
21630,FLOOR CUSHION ELEPHANT CARNIVAL,718.14,69,35,13,8.95,1.0,0.0,709.19,1.25,1.25,10.41,95.76,1895
22201,FRYING PAN BLUE POLKADOT,716.8,193,87,29,8.5,2.0,0.0,708.3,1.19,1.19,3.71,95.76,1896
22718,CARD CAT AND TREE,717.23,1633,168,70,10.08,24.0,0.0,707.15,1.41,1.41,0.44,95.77,1897
22026,BANQUET BIRTHDAY  CARD,712.08,1644,160,71,5.04,12.0,0.0,707.04,0.71,0.71,0.43,95.78,1898
79066K,RETRO MOD TRAY,717.11,800,156,69,10.2,12.0,0.0,706.91,1.42,1.42,0.9,95.79,1899
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,908.24,1248,26,12,201.66,482.0,182.52,706.58,22.2,2.64,0.73,95.79,1900
23487,SWEET HEART CAKE CARRIER,795.58,80,44,41,89.55,9.0,0.0,706.03,11.26,11.26,9.94,95.8,1901
21636,MADRAS NOTEBOOK MEDIUM,705.16,913,73,60,0.0,0.0,0.0,705.16,0.0,0.0,0.77,95.81,1902
23055,IVORY CHANDELIER T-LIGHT HOLDER,1395.18,657,38,33,690.72,432.0,288.0,704.46,49.51,36.37,2.12,95.81,1903
22514,CHILDS GARDEN SPADE BLUE,704.45,302,99,61,0.0,0.0,0.0,704.45,0.0,0.0,2.33,95.82,1904
85103,SILVER T-LIGHT SETTING,924.29,143,28,6,220.15,37.0,220.15,704.14,23.82,0.0,6.46,95.83,1905
21143,ANTIQUE GLASS HEART DECORATION,707.23,327,36,26,3.9,2.0,0.0,703.33,0.55,0.55,2.16,95.84,1906
22856,ASSORTED EASTER DECORATIONS  BELLS,729.57,569,27,21,26.25,21.0,23.75,703.32,3.6,0.35,1.28,95.84,1907
21356,TOAST ITS - FAIRY FLOWER,703.3,642,151,37,0.0,0.0,0.0,703.3,0.0,0.0,1.1,95.85,1908
21739,COSY SLIPPER SHOES SMALL GREEN,703.08,254,111,38,0.0,0.0,0.0,703.08,0.0,0.0,2.77,95.86,1909
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT,702.51,237,53,30,0.0,0.0,0.0,702.51,0.0,0.0,2.96,95.86,1910
85159A,"BLACK TEA,COFFEE,SUGAR JARS",783.35,453,47,38,82.4,40.0,0.0,700.95,10.52,10.52,1.73,95.87,1911
85049D,BRIGHT BLUES RIBBONS,699.91,549,109,85,0.0,0.0,0.0,699.91,0.0,0.0,1.27,95.88,1912
21476,STEEL SWEETHEART ROUND TABLE CREAM,699.63,41,24,14,0.0,0.0,0.0,699.63,0.0,0.0,17.06,95.89,1913
23222,CHRISTMAS TREE HANGING GOLD,718.53,799,75,49,19.92,24.0,0.0,698.61,2.77,2.77,0.9,95.89,1914
22936,BAKING MOULD ROSE WHITE CHOCOLATE,895.97,279,50,30,198.0,72.0,0.0,697.97,22.1,22.1,3.21,95.9,1915
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,696.8,1932,124,46,0.0,0.0,0.0,696.8,0.0,0.0,0.36,95.91,1916
22981,PANTRY APPLE CORER,704.13,471,105,58,8.7,6.0,0.0,695.43,1.24,1.24,1.49,95.91,1917
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,695.23,95,45,21,0.0,0.0,0.0,695.23,0.0,0.0,7.32,95.92,1918
16235,RECYCLED PENCIL WITH RABBIT ERASER,695.4,3068,168,68,0.21,1.0,0.0,695.19,0.03,0.03,0.23,95.93,1919
79164,BLACK WINE GLASS,697.62,1666,19,12,4.95,3.0,0.0,692.67,0.71,0.71,0.42,95.94,1920
35923,CANDY HEART HANGING DECORATION,690.52,1318,62,30,0.39,1.0,0.0,690.13,0.06,0.06,0.52,95.94,1921
16225,RATTLE SNAKE EGGS,689.35,813,102,57,0.0,0.0,0.0,689.35,0.0,0.0,0.85,95.95,1922
22324,BLUE POLKADOT KIDS BAG,688.3,286,74,20,0.0,0.0,0.0,688.3,0.0,0.0,2.41,95.96,1923
21650,ASSORTED TUTTI FRUTTI BRACELET,692.85,2550,132,48,4.56,24.0,0.0,688.29,0.66,0.66,0.27,95.96,1924
23458,DOLLY CABINET 3 DRAWERS,762.45,51,30,30,74.75,5.0,0.0,687.7,9.8,9.8,14.95,95.97,1925
20902,VINTAGE KEEPSAKE BOX PARIS DAYS,686.86,112,56,6,0.0,0.0,0.0,686.86,0.0,0.0,6.13,95.98,1926
46776B,WOVEN BERRIES CUSHION COVER,683.8,162,89,6,0.0,0.0,0.0,683.8,0.0,0.0,4.22,95.99,1927
21289,LARGE STRIPES CHOCOLATE GIFT BAG,708.75,567,49,19,25.0,20.0,0.0,683.75,3.53,3.53,1.25,95.99,1928
85019B,BLOSSOM  IMAGES NOTEBOOK SET,682.97,512,36,21,0.0,0.0,0.0,682.97,0.0,0.0,1.33,96.0,1929
21208,PASTEL COLOUR HONEYCOMB FAN,697.77,940,83,50,15.99,41.0,0.0,681.78,2.29,2.29,0.74,96.01,1930
21163,DO NOT TOUCH MY STUFF DOOR HANGER,680.55,1196,127,86,1.25,1.0,0.0,679.3,0.18,0.18,0.57,96.01,1931
21317,GLASS SPHERE CANDLE STAND MEDIUM,684.08,111,34,23,4.95,1.0,0.0,679.13,0.72,0.72,6.16,96.02,1932
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,684.62,1290,125,88,5.9,2.0,5.9,678.72,0.86,0.0,0.53,96.03,1933
23187,FRENCH STYLE STORAGE JAR BONBONS,695.06,2338,74,66,16.49,37.0,7.5,678.57,2.37,1.31,0.3,96.03,1934
21066,VINTAGE RED MUG,693.47,702,54,32,15.0,12.0,0.0,678.47,2.16,2.16,0.99,96.04,1935
79191C,RETRO PLASTIC ELEPHANT TRAY,812.53,1105,65,57,134.3,158.0,0.0,678.23,16.53,16.53,0.74,96.05,1936
22136,LOVE HEART SOCK HANGER,679.28,378,84,37,1.45,1.0,0.0,677.83,0.21,0.21,1.8,96.05,1937
35001G,HAND OPEN SHAPE GOLD,677.34,198,30,23,0.0,0.0,0.0,677.34,0.0,0.0,3.42,96.06,1938
22806,SET OF 6 T-LIGHTS WEDDING CAKE,677.04,260,38,28,0.0,0.0,0.0,677.04,0.0,0.0,2.6,96.07,1939
22403,MAGNETS PACK OF 4 VINTAGE LABELS,689.28,1322,125,72,15.0,12.0,7.5,674.28,2.18,1.1,0.52,96.08,1940
84659A,WHITE TRAVEL ALARM CLOCK,676.27,280,89,19,2.55,1.0,0.0,673.72,0.38,0.38,2.42,96.08,1941
22267,EASTER DECORATION EGG BUNNY,673.17,836,83,67,0.0,0.0,0.0,673.17,0.0,0.0,0.81,96.09,1942
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,677.86,583,73,43,4.98,6.0,0.0,672.88,0.73,0.73,1.16,96.1,1943
46776A,WOVEN BUBBLE GUM CUSHION COVER,672.6,160,71,6,0.0,0.0,0.0,672.6,0.0,0.0,4.2,96.1,1944
21261,GREEN GOOSE FEATHER CHRISTMAS TREE,672.09,187,45,24,0.0,0.0,0.0,672.09,0.0,0.0,3.59,96.11,1945
21629,SQUARE FLOOR CUSHION VINTAGE RED,672.05,71,42,13,0.0,0.0,0.0,672.05,0.0,0.0,9.47,96.12,1946
84923,PINK BUTTERFLY HANDBAG W BOBBLES,671.62,162,98,0,0.0,0.0,0.0,671.62,0.0,0.0,4.15,96.12,1947
20704,MR ROBOT SOFT TOY,697.7,216,44,38,27.8,4.0,0.0,669.9,3.98,3.98,3.23,96.13,1948
22339,CHRISTMAS TREE PAINTED ZINC,683.31,2468,83,44,16.93,31.0,0.0,666.38,2.48,2.48,0.28,96.14,1949
47574A,ENGLISH ROSE SCENTED HANGING FLOWER,665.2,548,114,36,1.5,2.0,0.0,663.7,0.23,0.23,1.21,96.14,1950
40001,WHITE BAMBOO RIBS LAMPSHADE,675.23,821,56,23,12.16,19.0,0.0,663.07,1.8,1.8,0.82,96.15,1951
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,667.85,255,11,8,4.98,2.0,0.0,662.87,0.75,0.75,2.62,96.16,1952
37475,SET/4 COLOURFUL MIXING BOWLS,661.98,70,43,27,0.0,0.0,0.0,661.98,0.0,0.0,9.46,96.16,1953
21613,S/12 VANILLA  BOTANICAL T-LIGHTS,661.93,227,42,37,0.0,0.0,0.0,661.93,0.0,0.0,2.92,96.17,1954
23547,WRAP FLOWER SHOP,661.5,1575,62,57,0.0,0.0,0.0,661.5,0.0,0.0,0.42,96.18,1955
23597,PAPER BUNTING PAISLEY PARK,679.07,249,31,28,17.7,6.0,0.0,661.37,2.61,2.61,2.73,96.18,1956
23482,PEARLISED IVORY HEART LARGE,661.02,418,39,32,0.0,0.0,0.0,661.02,0.0,0.0,1.58,96.19,1957
23428,IVORY RETRO KITCHEN WALL CLOCK,675.91,77,33,25,16.3,2.0,0.0,659.61,2.41,2.41,8.78,96.2,1958
22756,LARGE YELLOW BABUSHKA NOTEBOOK,656.52,599,123,68,0.0,0.0,0.0,656.52,0.0,0.0,1.1,96.21,1959
22448,PIN CUSHION BABUSHKA RED,656.43,201,45,29,0.0,0.0,0.0,656.43,0.0,0.0,3.27,96.21,1960
20767,BLUE PAISLEY JOURNAL,656.06,250,79,50,0.0,0.0,0.0,656.06,0.0,0.0,2.62,96.22,1961
22615,PACK OF 12 CIRCUS PARADE TISSUES,660.15,2073,102,61,4.68,12.0,4.68,655.47,0.71,0.0,0.32,96.23,1962
85199L,LARGE HANGING IVORY & RED WOOD BIRD,663.43,977,95,52,8.45,13.0,0.0,654.98,1.27,1.27,0.68,96.23,1963
22450,SILK PURSE BABUSHKA BLUE,657.76,194,58,41,3.35,1.0,0.0,654.41,0.51,0.51,3.39,96.24,1964
23120,PACK OF 6 SMALL FRUIT STRAWS,682.39,1685,100,69,30.24,72.0,0.0,652.15,4.43,4.43,0.4,96.25,1965
22204,MILK PAN BLUE POLKADOT,669.54,197,79,23,18.75,5.0,0.0,650.79,2.8,2.8,3.4,96.25,1966
22535,MAGIC DRAWING SLATE BUNNIES,669.75,1763,134,88,20.16,48.0,0.0,649.59,3.01,3.01,0.38,96.26,1967
22525,CHILDRENS GARDEN GLOVES PINK,648.97,489,74,42,0.0,0.0,0.0,648.97,0.0,0.0,1.33,96.27,1968
21187,WHITE BELL HONEYCOMB PAPER GARLAND,648.45,369,48,30,0.0,0.0,0.0,648.45,0.0,0.0,1.76,96.27,1969
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,647.11,502,98,61,0.0,0.0,0.0,647.11,0.0,0.0,1.29,96.28,1970
22715,CARD WEDDING DAY,645.64,1543,130,78,0.0,0.0,0.0,645.64,0.0,0.0,0.42,96.29,1971
23042,PAPER LANTERN 7 POINT SNOW STAR,711.51,103,28,25,66.5,10.0,0.0,645.01,9.35,9.35,6.91,96.29,1972
85177,BASKET OF FLOWERS SEWING KIT,644.21,812,63,40,0.85,1.0,0.0,643.36,0.13,0.13,0.79,96.3,1973
84789,ENCHANTED BIRD PLANT CAGE,640.72,186,48,33,0.0,0.0,0.0,640.72,0.0,0.0,3.44,96.3,1974
35810A,ENAMEL PINK COFFEE CONTAINER,640.09,633,75,46,0.0,0.0,0.0,640.09,0.0,0.0,1.01,96.31,1975
21808,"CHRISTMAS GARLAND STARS,TREES",637.83,180,48,21,0.0,0.0,0.0,637.83,0.0,0.0,3.54,96.32,1976
23224,CHERUB HEART DECORATION GOLD,649.02,738,71,44,11.62,14.0,0.0,637.4,1.79,1.79,0.88,96.32,1977
20658,RED RETROSPOT LUGGAGE TAG,652.11,433,105,44,15.0,12.0,0.0,637.11,2.3,2.3,1.51,96.33,1978
21696,SMALL SILVER TRELLIS CANDLEPOT,672.4,224,33,27,35.4,12.0,0.0,637.0,5.26,5.26,3.0,96.34,1979
23492,VINTAGE JINGLE BELLS WREATH,635.38,76,28,24,0.0,0.0,0.0,635.38,0.0,0.0,8.36,96.34,1980
21054,NURSE'S BAG SOFT TOY,634.53,70,29,24,0.0,0.0,0.0,634.53,0.0,0.0,9.06,96.35,1981
22533,MAGIC DRAWING SLATE BAKE A CAKE,644.39,1782,88,68,10.08,24.0,0.0,634.31,1.56,1.56,0.36,96.36,1982
21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,633.83,650,78,38,0.0,0.0,0.0,633.83,0.0,0.0,0.98,96.36,1983
84817,DANISH ROSE DECORATIVE PLATE,710.64,951,55,48,77.7,37.0,0.0,632.94,10.93,10.93,0.75,96.37,1984
17021,NAMASTE SWAGAT INCENSE,632.34,2391,47,30,0.0,0.0,0.0,632.34,0.0,0.0,0.26,96.38,1985
84596L,BISCUITS SMALL BOWL LIGHT BLUE,631.84,1255,173,49,0.0,0.0,0.0,631.84,0.0,0.0,0.5,96.38,1986
21446,12 RED ROSE PEG PLACE SETTINGS,630.92,449,105,47,0.0,0.0,0.0,630.92,0.0,0.0,1.41,96.39,1987
23216,LAUREL HEART ANTIQUE GOLD,630.73,525,44,32,0.0,0.0,0.0,630.73,0.0,0.0,1.2,96.4,1988
21747,SMALL SKULL WINDMILL,645.61,485,54,31,15.0,12.0,0.0,630.61,2.32,2.32,1.33,96.4,1989
72232,FENG SHUI PILLAR CANDLE,630.23,3317,65,45,0.0,0.0,0.0,630.23,0.0,0.0,0.19,96.41,1990
22067,CHOC TRUFFLE GOLD TRINKET POT,638.62,408,70,32,9.1,6.0,0.0,629.52,1.42,1.42,1.57,96.42,1991
23019,SMALL APOTHECARY MEASURING JAR,629.05,81,28,26,0.0,0.0,0.0,629.05,0.0,0.0,7.77,96.42,1992
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,627.95,295,30,26,0.0,0.0,0.0,627.95,0.0,0.0,2.13,96.43,1993
21417,COCKLE SHELL DISH,629.8,340,68,24,2.1,1.0,0.0,627.7,0.33,0.33,1.85,96.43,1994
22559,SEASIDE FLYING DISC,626.53,505,81,33,0.0,0.0,0.0,626.53,0.0,0.0,1.24,96.44,1995
21205,MULTICOLOUR 3D BALLS GARLAND,677.19,253,68,43,51.0,20.0,0.0,626.19,7.53,7.53,2.68,96.45,1996
23456,MEDIUM PARLOUR PICTURE FRAME,634.1,158,36,33,8.3,2.0,0.0,625.8,1.31,1.31,4.01,96.45,1997
20735,BLACK MINI TAPE MEASURE,625.8,623,112,11,0.0,0.0,0.0,625.8,0.0,0.0,1.0,96.46,1998
21351,CINAMMON & ORANGE WREATH,672.88,104,34,27,47.25,7.0,0.0,625.63,7.02,7.02,6.47,96.47,1999
84086C,PINK/PURPLE RETRO RADIO,622.27,218,53,13,0.0,0.0,0.0,622.27,0.0,0.0,2.85,96.47,2000
20840,FRENCH FLORAL CUSHION COVER,632.32,533,74,35,10.2,12.0,0.0,622.12,1.61,1.61,1.19,96.48,2001
22520,CHILDS GARDEN TROWEL BLUE,622.1,719,113,88,0.0,0.0,0.0,622.1,0.0,0.0,0.87,96.49,2002
22269,EGG CUP NATURAL CHICKEN,621.49,932,125,62,0.0,0.0,0.0,621.49,0.0,0.0,0.67,96.49,2003
79163,BLACK CHAMPAGNE GLASS,626.55,1529,35,25,5.16,10.0,0.0,621.39,0.82,0.82,0.41,96.5,2004
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,847.82,574,33,9,228.0,240.0,228.0,619.82,26.89,0.0,1.48,96.5,2005
84637,KITCHEN FLOWER POTS WALL PLAQUE,619.59,116,83,11,0.0,0.0,0.0,619.59,0.0,0.0,5.34,96.51,2006
